awarding_office,fain,award_num,recipient_name,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause
"CDC","NH23IP922630","19NH23IP922630C3","STATE OF OHIO - DEPARTMENT
OF HEALTH",24mar2025,4631935,4431935,4431935,200000,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922630","20NH23IP922630C5","STATE OF OHIO - DEPARTMENT
OF HEALTH",24mar2025,139832817,122599998.78,122599998.78,17232818.22,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922630","20NH23IP922630C6","STATE OF OHIO - DEPARTMENT
OF HEALTH",24mar2025,60203963,44438067.98,44438067.98,15765895.02,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922630","20NH23IP922630IISC6","STATE OF OHIO - DEPARTMENT OF HEALTH",24mar2025,858625,,,858625,"Immunization and Vaccines for Children","N/A - Departmental Authority","-"
"CDC","NH23IP922630","20NH23IP922630UDSPC5","STATE OF OHIO - DEPARTMENT
OF HEALTH",24mar2025,10562099,4326955.2,4326955.2,6235143.8,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922631","19NH23IP922631C3","INDIANA STATE DEPARTMENT
OF HEALTH",24mar2025,2317387,1665745.02,1665745.02,651641.98,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922631","20NH23IP922631C3","INDIANA STATE DEPARTMENT
OF HEALTH",24mar2025,5628345,1522896.74,1522896.74,4105448.26,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922631","20NH23IP922631C5","INDIANA STATE DEPARTMENT
OF HEALTH",24mar2025,51256841,48262214.05,48262214.05,2994626.95,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922631","20NH23IP922631C6","INDIANA STATE DEPARTMENT
OF HEALTH",24mar2025,34673864,24321024.22,24321024.22,10352839.78,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922631","20NH23IP922631UDSPC5","INDIANA STATE DEPARTMENT
OF HEALTH",24mar2025,35731976,24849742.12,24849742.12,10882233.88,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922633","20NH23IP922633C3","HEALTH AND WELFARE, IDAHO DEPARTMENT OF",24mar2025,1478647,1045279.9,1045279.9,433367.1,"Immunization and Vaccines for Children","N/A - Departmental Authority","-"
"CDC","NH23IP922633","20NH23IP922633C6","HEALTH AND WELFARE, IDAHO
DEPARTMENT OF",24mar2025,23900194,11220956.27,11220956.27,12679237.73,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922633","20NH23IP922633IISC6","HEALTH AND WELFARE, IDAHO
DEPARTMENT OF",24mar2025,530017,,,530017,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922633","20NH23IP922633UDSPC5","HEALTH AND WELFARE, IDAHO
DEPARTMENT OF",24mar2025,3252509,,,3252509,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922638","19NH23IP922638C3","GU DEPARTMENT OF PUBLIC
HEALTH & SOCIAL SERVICE",24mar2025,150000,49415.06,49415.06,100584.94,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922638","20NH23IP922638C3","GU DEPARTMENT OF PUBLIC
HEALTH & SOCIAL SERVICE",24mar2025,360000,109770.48,109770.48,250229.52,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922638","20NH23IP922638C5","GU DEPARTMENT OF PUBLIC
HEALTH & SOCIAL SERVICE",24mar2025,1945041,1055111,1055111,889930,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NH23IP922638","20NH23IP922638C6","GU DEPARTMENT OF PUBLIC
HEALTH & SOCIAL SERVICE",24mar2025,2332862,1244046.44,1244046.44,1088815.56,"Immunization and Vaccines for Children","N/A - Departmental
Authority","-"
"CDC","NU66IP000681","20NU66IP000681C6","AMERICAN ACADEMY OF FAMILY PHYSICIANS",24mar2025,349157,207618.36,207618.36,141538.64,"IMPROVING ADULT VACCINATION COVERAGE THROUGH PARTNERSHIPS WITH PROVIDERS AND NATIONAL
ORGANIZATIONS","N/A - Departmental Authority","-"
"CDC","NU51IP000948","22NU51IP000948C3","NATIONAL HEALTH LABORATORY SERVICE",24mar2025,175000,47256.68,47256.68,127743.32,"Surveillance and Response to Avian and Pandemic Influenza by National Health Authorities outside the United States","N/A - Departmental Authority","-"
"CDC","NU51IP000937","21NU51IP000937C3","WORLD HEALTH ORGANIZATION",24mar2025,328260,125686,125686,202574,"Surveillance and Response to Seasonal and Pandemic
Influenza by Regional Offices of the World Health Organization","N/A - Departmental Authority","-"
"CDC","NU51IP000942","21NU51IP000942C3","Task Force for Global Health,
Inc (The)",24mar2025,13709526,13217272.05,13217272.05,492253.95,"Expansion of seasonal influenza vaccination programs in low","N/A - Departmental
Authority","-"
"CDC","NH23IP922641","21NH23IP922641C5","NATIONAL URBAN LEAGUE",24mar2025,12689163.46,11295607.62,11295607.62,1393555.84,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and Ethnic Adult Populations Currently Experiencing Disparities","N/A - Departmental Authority","-"
"CDC","NH23IP922643","21NH23IP922643C5","UNIDOSUS",24mar2025,12187974.47,11010604.76,11010604.76,1177369.71,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and Ethnic Adult Populations Currently Experiencing Disparities","N/A - Departmental Authority","-"
"CDC","NH23IP922643","21NH23IP922643C6","UNIDOSUS",24mar2025,9479137,8490343.380000001,8490343.380000001,988793.62,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and Ethnic Adult Populations Currently Experiencing Disparities","N/A - Departmental Authority","-"
"CDC","NH23IP922644","21NH23IP922644C5","NORTHWEST PORTLAND.",24mar2025,2469997,1633721.28,1633721.28,836275.72,"Partnering with National Organizations to Increase Vaccination Coverage Across Different Racial and Ethnic
Adult Populations Currently Experiencing Disparities","N/A - Departmental Authority","-"
"CDC","NH23IP922655","21NH23IP922655C5","AMDA-THE SOCIETY FOR POST-
ACUTE AND LONG-TERM CARE MEDI",24mar2025,5633744,4351591.35,4351591.35,1282152.65,"N/A","N/A - Departmental Authority","-"
"CDC","NH23IP922656","21NH23IP922656C5","COUNCIL OF MEDICAL
SPECIALTY SOCIETIES",24mar2025,32251598,21783467.21,21783467.21,10468130.79,"IMPROVING ADULT IMMUNIZATION RATES FOR COVID-19
INFLUENZA, AN","N/A - Departmental
Authority","-"
"CDC","NU60OE000104","20NU60OE000104C5","Association of Public Health
Laboratories, Inc. (THE)",24mar2025,6329388,2950187.59,2950187.59,3379200.41,"Enhancing Public Health Laboratory Capabilities and
Increasing Capacity","N/A - Departmental
Authority","-"
"CDC","NU38OT000297","18NU38OT000297C5","COUNCIL OF STATE & TERRITORY EPIDEMIOLOGISTS",24mar2025,2365061,2262176.06,2262176.06,102884.94,"Preventive Health and Health Services - Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation's Health - financed in part by Prevention and Public Health Funds (PPHF)","N/A - Departmental Authority","-"
"CDC","NU38OT000297","18NU38OT000297CV","COUNCIL OF STATE & TERRITORY EPIDEMIOLOGISTS",24mar2025,17542312,16852233.26,16852233.26,690078.74,"Preventive Health and Health Services - Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation's Health - financed in part by Prevention and Public Health Funds (PPHF)","N/A - Departmental Authority","-"
"CDC","NU38OT000306","18NU38OT000306C5","National Association of County and City Health Official",24mar2025,16000000,15510000,15510000,490000,"Preventive Health and Health Services - Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation's Health - financed in part by Prevention and Public Health Funds (PPHF)","N/A - Departmental Authority","-"
"CDC","NU38OT000306","18NU38OT000306CV","National Association of County and City Health Official",24mar2025,15927500,14371000,14371000,1556500,"Preventive Health and Health Services - Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation's Health - financed in part by Prevention and Public Health Funds (PPHF)","N/A - Departmental Authority","-"
"CDC","NU38OT000310","18NU38OT000310C5","NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS, INC",24mar2025,23300000,21874612.49,21874612.49,1425387.51,"Preventive Health and Health Services - Strengthening Public Health Systems and Services through National Partnerships to Improve and Protect the Nation's Health - financed in part by Prevention and Public Health Funds (PPHF)","N/A - Departmental Authority","-"
"CDC","NU65PS923721","20NU65PS923721CV","HEALTH RESEARCH, INC.",24mar2025,1800000,1654588.84,1654588.84,145411.16,"N/A","N/A - Departmental
Authority","-"
"CDC","NU65PS923724","20NU65PS923724CV","HEALTH CARE EDUCATION &
TRAINING, INC",24mar2025,1800000,1053905.37,1053905.37,746094.63,"N/A","N/A - Departmental
Authority","-"
"CDC","NU38TO000012","23NU38TO000012C3","CHICKASAW NATION OF
OKLAHOMA",24mar2025,250000,,,250000,"Strengthening Public Health Systems and Services in Indian
Country - 2023","N/A - Departmental
Authority","-"
"CDC","NU38TO000015","23NU38TO000015C3","TURTLE MOUNTAIN BAND OF
CHIPPEWA INDIANS",24mar2025,210000,,,210000,"Strengthening Public Health Systems and Services in Indian
Country - 2023","N/A - Departmental
Authority","-"
"CDC","NU38TO000019","23NU38TO000019C3","THE CHEROKEE NATION",24mar2025,250000,,,250000,"Strengthening Public Health Systems and Services in Indian
Country - 2023","N/A - Departmental
Authority","-"
"CDC","NU38TO000023","23NU38TO000023C3","WABANAKI PUBLIC HEALTH &
WELLNESS NPC",24mar2025,250000,21421.96,21421.96,228578.04,"Strengthening Public Health Systems and Services in Indian
Country - 2023","N/A - Departmental
Authority","-"
"CDC","U01CK000643","22U01CK000643C6","UNIVERSITY OF CALIFORNIA- LOS ANGELES, BOARD OF
REGENTS",24mar2025,11000000,4169331.21,4169331.21,6830668.79,"Emerging Infections Sentinel Networks (EISN) Research - 2022","N/A - Departmental Authority","-"
"CDC","U01GH002249","19U01GH00224920CV","INSTITUT PASTEUR DE DAKAR",24mar2025,1210000,900284,900284,309716,"Advancing Infectious Disease Detection and Response in
Senegal","N/A - Departmental
Authority","-"
"CDC","U01GH002259","19U01GH002259C3","INTERNATIONAL CENTER FOR DIARRHOEAL DISEASE
RESEARCH",24mar2025,770000,611776,611776,158224,"Advancing Public Health Research in Bangladesh","N/A - Departmental Authority","-"
"CDC","U01GH002248","19U01GH00224820CV","THE INFECTIOUS DISEASES
INSTITUTE LIMITED",24mar2025,930000,800487.4300000001,800487.4300000001,129512.57,"Advancing Infectious Disease Detection and Response in
Uganda","N/A - Departmental
Authority","-"
"CDC","U01GH002291","20U01GH002291C3","INSTITUTO NACIONAL DE
SALUD",24mar2025,1313000,1186484.96,1186484.96,126515.04,"Conducting Public Health Research in Colombia","N/A - Departmental
Authority","-"
"CDC","U01GH002272","20U01GH002272C3","L.SAKVARELIDZE NATL CTR FOR DISEASE CNTRL & PUBLIC HLTH",24mar2025,200000,69820,69820,130180,"Conducting Public Health Research in Georgia","N/A - Departmental Authority","-"
"CDC","U01GH002266","21U01GH002266C3","UNIVERSIDAD PERUANA
CAYETANO HEREDIA",24mar2025,1460000,1319694.83,1319694.83,140305.17,"Conducting Public Health Research in South America","N/A - Departmental
Authority","-"
"CDC","U01GH002346","21U01GH002346C3","WASHINGTON STATE
UNIVERSITY",24mar2025,3070766,2929627.23,2929627.23,141138.77,"Advancing Public Health Research in Kenya","N/A - Departmental
Authority","-"
"CDC","U01IP001136","20U01IP00113620CV","UNIVERSITY OF TEXAS AT AUSTIN",24mar2025,774699,661184.1899999999,661184.1899999999,113514.81,"Network of Modeling Centers to Improve Evidence Base for Seasonal and Pandemic Influenza Prevention and Control","N/A - Departmental Authority","-"
"CDC","U01IP001137","20U01IP001137C5","NORTHEASTERN UNIVERSITY",24mar2025,375000,165370.11,165370.11,209629.89,"Network of Modeling Centers to Improve Evidence Base for Seasonal and Pandemic Influenza Prevention and Control","N/A - Departmental Authority","-"
"CDC","U01IP001138","20U01IP00113820CV","Regents of the University of Michigan",24mar2025,773460,444502.42,444502.42,328957.58,"Network of Modeling Centers to Improve Evidence Base for Seasonal and Pandemic Influenza Prevention and Control","N/A - Departmental Authority","-"
"CDC","U01IP001141","20U01IP001141C5","UNIVERSITY OF PITTSBURGH, THE",24mar2025,375000,253943.45,253943.45,121056.55,"Network of Modeling Centers to Improve Evidence Base for Seasonal and Pandemic Influenza Prevention and Control","N/A - Departmental Authority","-"
"CDC","U01IP001189","22U01IP001189C5","BAYLOR RESEARCH INSTITUTE",24mar2025,500000,382279.06,382279.06,117720.94,"US Platform to Measure Effectiveness of Seasonal Influenza, COVID-19 and other Respiratory Virus Vaccines for the Prevention of Acute Illness in Ambulatory Settings - 2022","N/A - Departmental Authority","-"
"CDC","NU38CK000485","21NU38CK000485C5","Auckland Uniservices Limited",24mar2025,10108491,6221262.57,6221262.57,3887228.43,"Globally coordinated safety monitoring for COVID-19
vaccines","N/A - Departmental
Authority","-"
"CDC","NU58DP006986","21NU58DP006986C3","Harris County",24mar2025,9749492,8715481.57,8715481.57,1034010.43,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP006996","21NU58DP006996C3","Oklahoma State Department Of
Health",24mar2025,3000000,1551267.42,1551267.42,1448732.58,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP006998","21NU58DP006998C3","Puerto Rico Science,
Technology, And Research Trust",24mar2025,8999162,7133597.31,7133597.31,1865564.69,"Community Health Workers for COVID Response and Resilient Communities (CCR)","N/A - Departmental Authority","-"
"CDC","NU58DP006999","21NU58DP006999C3","Nashville & Davidson County,
Metropolitan Government Of",24mar2025,3000000,1552900.38,1552900.38,1447099.62,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007002","21NU58DP007002C3","St. Joseph County Auditor",24mar2025,2971636,2493953.14,2493953.14,477682.86,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007008","21NU58DP007008C3","St. Louis County, Missouri",24mar2025,14134989,4979992.67,4979992.67,9154996.33,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007014","21NU58DP007014C3","Jackson County Health District",24mar2025,4396526,2266141.77,2266141.77,2130384.23,"Community Health Workers for COVID Response and Resilient Communities (CCR)","N/A - Departmental Authority","-"
"CDC","NU58DP007019","21NU58DP007019C3","Red Cliff Band Of Lake Superior Chippewa Indians Of Wisconsin",24mar2025,1050000,790300.51,790300.51,259699.49,"Community Health Workers for COVID Response and Resilient Communities (CCR)","N/A - Departmental Authority","-"
"CDC","NU58DP007020","21NU58DP007020C3","Cheyenne Arapaho Tribe",24mar2025,1048477,946571.29,946571.29,101905.71,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007021","21NU58DP007021C3","Palau Ministry Of Health",24mar2025,1050000,708238.8,708238.8,341761.2,"Community Health Workers for COVID Response and Resilient Communities (CCR)","N/A - Departmental Authority","-"
"CDC","NU58DP007025","21NU58DP007025C3","Yellowstone City County Health
Department",24mar2025,1784857,1580063.17,1580063.17,204793.83,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007027","21NU58DP007027C3","Partnership Health Center Inc",24mar2025,1800000,1448032,1448032,351968,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007028","21NU58DP007028C3","Commonwealth Healthcare
Corporation",24mar2025,1800000,879982.79,879982.79,920017.21,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007030","21NU58DP007030C3","Ohio Department Of Health",24mar2025,16087468,15298513.14,15298513.14,788954.86,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007034","21NU58DP007034C3","Institute For Public Health
Innovation",24mar2025,13019685,11951706.26,11951706.26,1067978.74,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007043","21NU58DP007043C3","Mobile County Board Of Health",24mar2025,3250000,2376416.22,2376416.22,873583.78,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007044","21NU58DP007044C3","County Of Benton",24mar2025,5999961,4994695.11,4994695.11,1005265.89,"Community Health Workers for COVID Response and Resilient Communities (CCR)","N/A - Departmental Authority","-"
"CDC","NU58DP007050","21NU58DP007050C3","Kansas Department Of Health
& Environment",24mar2025,5561668,4993817.28,4993817.28,567850.72,"Community Health Workers for COVID Response and
Resilient Communities (CCR)","N/A - Departmental
Authority","-"
"CDC","NU58DP007024","21NU58DP007024C3","Arizona State University",24mar2025,7848248,4385801.31,4385801.31,3462446.69,"Community Health Workers for COVID Response and
Resilient Communities (CCR)- Evaluation and Technical Assistance (ETA); CCR-ETA","N/A - Departmental Authority","-"
"CDC","NH75OT000001","21NH75OT000001C5","State Of Georgia Department Of Public Health",24mar2025,38825591,38368424.31,38368424.31,457166.69,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities","N/A - Departmental Authority","-"
"CDC","NH75OT000012","21NH75OT000012C5","Kcmo Health Dept",24mar2025,3674514,3041160.6,3041160.6,633353.4,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural
Communities","N/A - Departmental Authority","-"
"CDC","NH75OT000014","21NH75OT000014C5","Ministry Of Health In The Repu Blic Of The Marshall Islands",24mar2025,654603,551720.51,551720.51,102882.49,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural
Communities","N/A - Departmental Authority","-"
"CDC","NH75OT000022","21NH75OT000022C5","Commonwealth Healthcare Corporation",24mar2025,699772,592585.13,592585.13,107186.87,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities","N/A - Departmental Authority","-"
